imdb_title_id,genre
tt0016481,Crime
tt0016481,Romance
tt0016491,Mystery
tt0016491,Drama
tt0016491,Romance
tt0016493,Comedy
tt0016493,Fantasy
tt0016493,Drama
tt0016544,Fantasy
tt0016544,Comedy
tt0016544,Family
tt0016545,Drama
tt0016545,Romance
tt0016545,Adventure
tt0016548,Drama
tt0016548,Comedy
tt0016559,Comedy
tt0016560,Drama
tt0016560,Comedy
tt0016560,Action
tt0016563,Drama
tt0016627,Drama
tt0016627,Romance
tt0016629,Mystery
tt0016629,Thriller
tt0016630,Romance
tt0016630,Action
tt0016630,Comedy
tt0016634,Drama
tt0016634,Action
tt0016634,Adventure
tt0016640,Drama
tt0016640,Crime
tt0016640,Horror
tt0016643,Drama
tt0016643,War
tt0016643,Comedy
tt0016646,Romance
tt0016646,Comedy
tt0016654,Action
tt0016654,Adventure
tt0016655,Crime
tt0016655,Drama
tt0016655,Romance
tt0016664,Action
tt0016664,Drama
tt0016669,Romance
tt0016669,Drama
tt0016672,Romance
tt0016672,Comedy
tt0016690,Action
tt0016690,Romance
tt0016690,Drama
tt0016691,Romance
tt0016691,Drama
tt0016762,Drama
tt0016804,Romance
tt0016804,Adventure
tt0016822,Comedy
tt0016822,Romance
tt0016827,Romance
tt0016827,Comedy
tt0016832,Comedy
tt0016832,Romance
tt0016847,Horror
tt0016847,Fantasy
tt0016847,Drama
tt0016854,Comedy
tt0016871,Comedy
tt0016884,Romance
tt0016884,Drama
tt0016895,Romance
tt0016895,Action
tt0016895,Comedy
tt0016914,Drama
tt0016939,Western
tt0016947,War
tt0016947,Action
tt0016947,Comedy
tt0016953,Drama
tt0016971,Comedy
tt0017004,Comedy
tt0017004,Romance
tt0017004,Adventure
tt0017028,Comedy
tt0017028,Romance
tt0017029,Comedy
tt0017048,Drama
tt0017048,Thriller
tt0017075,Crime
tt0017075,Mystery
tt0017075,Drama
tt0017082,Comedy
tt0017082,Drama
tt0017082,Romance
tt0017096,Drama
tt0017096,Action
tt0017096,Fantasy
tt0017103,Drama
tt0017103,Fantasy
tt0017103,Horror
tt0017119,Comedy
tt0017120,Drama
tt0017120,War
tt0017128,Drama
tt0017136,Drama
tt0017136,Sci-Fi
tt0017159,Comedy
tt0017159,Adventure
tt0017159,Crime
tt0017184,Comedy
tt0017195,Drama
tt0017196,Drama
tt0017196,Romance
tt0017198,Biography
tt0017198,Drama
tt0017198,History
tt0017226,History
tt0017226,Drama
tt0017271,Drama
tt0017293,Comedy
tt0017329,Drama
tt0017338,Comedy
tt0017350,Drama
tt0017354,Action
tt0017354,Fantasy
tt0017354,Adventure
tt0017374,Romance
tt0017374,Drama
tt0017378,Drama
tt0017382,Comedy
tt0017382,Drama
tt0017409,Comedy
tt0017410,Comedy
tt0017416,Drama
tt0017416,Romance
tt0017416,Adventure
tt0017419,Drama
tt0017419,Romance
tt0017423,Drama
tt0017437,Comedy
tt0017438,Horror
tt0017438,Drama
tt0017448,Drama
tt0017449,Drama
tt0017449,Romance
tt0017463,Romance
tt0017463,Western
tt0017480,Romance
tt0017480,Drama
tt0017483,Comedy
tt0017483,Adventure
tt0017483,Romance
tt0017519,Drama
tt0017519,Romance
tt0017534,Sport
tt0017534,Drama
tt0017534,Romance
tt0017540,Comedy
tt0017540,Drama
tt0017540,War
tt0017567,Romance
tt0017567,Western
tt0017567,Drama
tt0017619,Romance
tt0017619,Drama
tt0017621,Fantasy
tt0017621,Drama
tt0017621,Horror
tt0017632,Romance
tt0017632,Drama
tt0017653,Drama
tt0017662,Romance
tt0017662,War
tt0017662,Drama
tt0017667,History
tt0017667,Drama
tt0017667,Adventure
tt0017726,Drama
tt0017735,Romance
tt0017735,Drama
tt0017736,Drama
tt0017736,Biography
tt0017739,Horror
tt0017739,Mystery
tt0017739,Comedy
tt0017750,Drama
tt0017750,Crime
tt0017750,Comedy
tt0017751,Drama
tt0017751,Romance
tt0017765,Sport
tt0017765,Comedy
tt0017765,Drama
tt0017809,Comedy
tt0017809,Drama
tt0017809,Romance
tt0017825,Adventure
tt0017825,Drama
tt0017825,Thriller
tt0017832,Drama
tt0017832,Sport
tt0017843,Romance
tt0017843,Thriller
tt0017860,Comedy
tt0017886,Comedy
tt0017886,Drama
tt0017918,Romance
tt0017918,Adventure
tt0017925,Adventure
tt0017925,Comedy
tt0017925,Action
tt0017928,Comedy
tt0017928,Romance
tt0017938,Drama
tt0017938,Romance
tt0017961,Comedy
tt0017961,Drama
tt0017998,Drama
tt0017998,Romance
tt0018014,Drama
tt0018014,War
tt0018016,Romance
tt0018016,Drama
tt0018033,Comedy
tt0018033,Romance
tt0018037,Musical
tt0018037,Drama
tt0018037,Music
tt0018045,Fantasy
tt0018045,War
tt0018045,Drama
tt0018051,Drama
tt0018051,Family
tt0018051,Comedy
tt0018054,Drama
tt0018054,History
tt0018054,Biography
tt0018066,Drama
tt0018087,Drama
tt0018087,Romance
tt0018097,Horror
tt0018102,Comedy
tt0018107,Drama
tt0018107,Romance
tt0018113,Drama
tt0018138,Drama
tt0018166,Drama
tt0018166,Romance
tt0018179,Romance
tt0018179,Drama
tt0018183,Comedy
tt0018183,Romance
tt0018192,History
tt0018192,Biography
tt0018192,Drama
tt0018217,History
tt0018217,Drama
tt0018218,Drama
tt0018218,Romance
tt0018218,History
tt0018235,Comedy
tt0018235,Romance
tt0018247,Romance
tt0018247,Comedy
tt0018253,Romance
tt0018253,Sport
tt0018253,Drama
tt0018268,Comedy
tt0018297,Comedy
tt0018297,Romance
tt0018297,Drama
tt0018311,Comedy
tt0018311,Romance
tt0018328,Drama
tt0018328,Sport
tt0018328,Romance
tt0018351,Comedy
tt0018362,Drama
tt0018362,Crime
tt0018362,Romance
tt0018379,Romance
tt0018379,Drama
tt0018389,Drama
tt0018392,Drama
tt0018392,Romance
tt0018397,Drama
tt0018397,Crime
tt0018413,Comedy
tt0018413,Sport
tt0018440,Comedy
tt0018451,Drama
tt0018451,Romance
tt0018453,Thriller
tt0018455,Drama
tt0018455,Romance
tt0018464,Adventure
tt0018464,Action
tt0018471,Romance
tt0018471,Comedy
tt0018471,Drama
tt0018484,Drama
tt0018484,Comedy
tt0018487,Drama
tt0018487,Comedy
tt0018505,Comedy
tt0018505,Drama
tt0018513,Drama
tt0018515,Adventure
tt0018515,Comedy
tt0018515,Romance
tt0018523,Comedy
tt0018524,Drama
tt0018524,History
tt0018526,Crime
tt0018526,Drama
tt0018526,Film-Noir
tt0018528,Horror
tt0018528,Drama
tt0018528,Romance
tt0018530,Comedy
tt0018530,Drama
tt0018566,Romance
tt0018566,History
tt0018578,War
tt0018578,Drama
tt0018578,Romance
tt0018579,War
tt0018579,Drama
tt0018579,History
tt0018588,Drama
tt0018600,Drama
tt0018600,Romance
tt0018615,Drama
tt0018615,Romance
tt0018618,Drama
tt0018618,Romance
tt0018678,Comedy
tt0018684,Adventure
tt0018684,Drama
tt0018722,Comedy
tt0018737,Drama
tt0018737,Romance
tt0018737,Crime
tt0018742,Drama
tt0018742,Comedy
tt0018742,Family
tt0018749,Comedy
tt0018749,Romance
tt0018756,Comedy
tt0018770,Horror
tt0018773,Romance
tt0018773,Comedy
tt0018795,Drama
tt0018826,Comedy
tt0018836,Romance
tt0018836,Drama
tt0018839,Drama
tt0018839,Film-Noir
tt0018839,Crime
tt0018841,Comedy
tt0018862,War
tt0018862,Romance
tt0018862,Drama
tt0018876,Comedy
tt0018876,Romance
tt0018876,Drama
tt0018879,Romance
tt0018879,Drama
tt0018882,Comedy
tt0018907,Drama
tt0018908,Adventure
tt0018908,Romance
tt0018908,Drama
tt0018909,War
tt0018909,Drama
tt0018910,Drama
tt0018927,Drama
tt0018927,Comedy
tt0018935,Drama
tt0018937,Adventure
tt0018937,Comedy
tt0018937,Action
tt0018972,Thriller
tt0018972,Drama
tt0018972,Romance
tt0018990,Drama
tt0018990,War
tt0018990,Romance
tt0018996,Sci-Fi
tt0019043,Drama
tt0019067,Comedy
tt0019067,Romance
tt0019067,Drama
tt0019071,History
tt0019071,Romance
tt0019071,Drama
tt0019074,Drama
tt0019096,Drama
tt0019096,Crime
tt0019096,Music
tt0019098,Romance
tt0019098,Drama
tt0019098,War
tt0019109,Drama
tt0019109,Comedy
tt0019109,Romance
tt0019127,Drama
tt0019130,Drama
tt0019130,Mystery
tt0019130,Horror
tt0019151,Romance
tt0019151,Comedy
tt0019152,Drama
tt0019182,Drama
tt0019186,Drama
tt0019195,Drama
tt0019195,Romance
tt0019237,Drama
tt0019254,Drama
tt0019254,History
tt0019254,Biography
tt0019258,Comedy
tt0019258,Drama
tt0019258,Romance
tt0019286,War
tt0019286,Drama
tt0019290,Drama
tt0019304,Crime
tt0019304,Film-Noir
tt0019304,Drama
tt0019312,Romance
tt0019312,Drama
tt0019325,Drama
tt0019325,Comedy
tt0019335,Drama
tt0019344,Drama
tt0019374,Drama
tt0019374,Romance
tt0019374,History
tt0019379,Romance
tt0019379,Comedy
tt0019388,Drama
tt0019388,Musical
tt0019400,Romance
tt0019400,Comedy
tt0019400,Sport
tt0019412,Action
tt0019412,Family
tt0019412,Comedy
tt0019415,Romance
tt0019415,Thriller
tt0019421,Drama
tt0019421,Comedy
tt0019421,Action
tt0019429,Drama
tt0019434,Adventure
tt0019434,Action
tt0019434,Drama
tt0019451,Drama
tt0019451,Romance
tt0019462,Comedy
tt0019462,Romance
tt0019462,Drama
tt0019480,Comedy
tt0019489,Drama
tt0019489,Adventure
tt0019489,Action
tt0019509,Romance
tt0019509,Drama
tt0019532,Action
tt0019532,History
tt0019532,Adventure
tt0019553,Drama
tt0019557,Romance
tt0019557,Drama
tt0019558,Drama
tt0019563,Drama
tt0019563,Mystery
tt0019571,Drama
tt0019571,Crime
tt0019574,Romance
tt0019574,Drama
tt0019585,Drama
tt0019585,Romance
tt0019585,Thriller
tt0019591,Drama
tt0019609,Drama
tt0019611,Drama
tt0019611,Fantasy
tt0019629,Drama
tt0019630,Crime
tt0019644,Musical
tt0019644,Drama
tt0019646,Romance
tt0019646,Drama
tt0019649,War
tt0019649,Drama
tt0019655,Romance
tt0019655,Drama
